"dttz","depid","model","VDBA","log10VDBA","logVDBA"
"2019-02-21 16:03:19.9","20190221_TW9_M57","LSM303",0.0143011835048861,-1.84462802069067,-4.24741298256146
"2019-02-21 16:03:29.9","20190221_TW9_M57","LSM303",0.036922273108756,-1.43271156961252,-3.2989403027499
"2019-02-21 16:03:39.9","20190221_TW9_M57","LSM303",0.0330768996971483,-1.4804752036999,-3.40892013458672
"2019-02-21 16:03:49.9","20190221_TW9_M57","LSM303",0.0170416447276927,-1.76848849280342,-4.07209524066066
"2019-02-21 16:03:59.9","20190221_TW9_M57","LSM303",0.0153823115349951,-1.81297839720942,-4.17453703133464
"2019-02-21 16:04:09.9","20190221_TW9_M57","LSM303",0.098625363693456,-1.00601138226394,-2.31642681218329
"2019-02-21 16:04:19.9","20190221_TW9_M57","LSM303",0.0794015224710165,-1.10017117018723,-2.53323773621494
"2019-02-21 16:04:29.9","20190221_TW9_M57","LSM303",0.300944926899468,-0.521512973283325,-1.20082799808519
"2019-02-21 16:04:39.9","20190221_TW9_M57","LSM303",0.106846418227167,-0.971240031948665,-2.23636281928406
"2019-02-21 16:04:49.9","20190221_TW9_M57","LSM303",0.00484007645630028,-2.3151477779657,-5.33082476162211
"2019-02-21 16:04:59.9","20190221_TW9_M57","LSM303",0.264533927558664,-0.577518620012204,-1.32978576536659
"2019-02-21 16:05:09.9","20190221_TW9_M57","LSM303",0.0095073442443557,-2.0219407807595,-4.65569070069356
"2019-02-21 16:05:19.9","20190221_TW9_M57","LSM303",0.13669897267246,-0.864234749253379,-1.98997405047828
"2019-02-21 16:05:29.9","20190221_TW9_M57","LSM303",0.29862909152924,-0.524867886915072,-1.20855297220193
"2019-02-21 16:05:39.9","20190221_TW9_M57","LSM303",0.0310584660779082,-1.50781999710554,-3.47188384825355
"2019-02-21 16:05:49.9","20190221_TW9_M57","LSM303",0.108709248874899,-0.96373350499873,-2.21907840222898
"2019-02-21 16:05:59.9","20190221_TW9_M57","LSM303",0.0161595731711521,-1.79157011459246,-4.12524263891424
"2019-02-21 16:06:09.9","20190221_TW9_M57","LSM303",0.0549472362468162,-1.26005414697011,-2.90138189517871
"2019-02-21 16:06:19.9","20190221_TW9_M57","LSM303",0.319597069275281,-0.495397211846811,-1.14069423510928
"2019-02-21 16:06:29.9","20190221_TW9_M57","LSM303",0.219661968004186,-0.658245129769107,-1.51566542334228
"2019-02-21 16:06:39.9","20190221_TW9_M57","LSM303",0.0468978746724746,-1.32884683828558,-3.05978292070864
"2019-02-21 16:06:49.9","20190221_TW9_M57","LSM303",0.0171258504003389,-1.76634785399584,-4.06716623765284
"2019-02-21 16:06:59.9","20190221_TW9_M57","LSM303",0.0127104129741744,-1.89584033854974,-4.36533370224141
"2019-02-21 16:07:09.9","20190221_TW9_M57","LSM303",0.0293519166362566,-1.53236353471031,-3.52839743207163
"2019-02-21 16:07:19.9","20190221_TW9_M57","LSM303",0.0109962664231606,-1.95875474639252,-4.51019947987475
"2019-02-21 16:07:29.9","20190221_TW9_M57","LSM303",0.0143398100345592,-1.84345660191014,-4.24471569113975
"2019-02-21 16:07:39.9","20190221_TW9_M57","LSM303",0.0167886424271053,-1.77498442061323,-4.08705266720071
"2019-02-21 16:07:49.9","20190221_TW9_M57","LSM303",0.0256064117677053,-1.59165127505231,-3.66491249918042
"2019-02-21 16:07:59.9","20190221_TW9_M57","LSM303",0.0710293602350086,-1.14856209702239,-2.64466196298175
"2019-02-21 16:08:09.9","20190221_TW9_M57","LSM303",0.455564331470411,-0.341450286462964,-0.786218339608168
"2019-02-21 16:08:19.9","20190221_TW9_M57","LSM303",0.476596074935655,-0.321849538659318,-0.741085949903957
"2019-02-21 16:08:29.9","20190221_TW9_M57","LSM303",0.649287866793514,-0.1875627126884,-0.431879106237835
"2019-02-21 16:08:39.9","20190221_TW9_M57","LSM303",0.992906542398199,-0.003091627668645,-0.00711873578291037
"2019-02-21 16:08:49.9","20190221_TW9_M57","LSM303",0.603235075571777,-0.219513414014289,-0.505448314821532
"2019-02-21 16:08:59.9","20190221_TW9_M57","LSM303",0.6977462274594,-0.156302502955411,-0.359899813302787
"2019-02-21 16:09:09.9","20190221_TW9_M57","LSM303",0.459155174012741,-0.338040517450606,-0.778367056309758
"2019-02-21 16:09:19.9","20190221_TW9_M57","LSM303",0.394322462607427,-0.404148482605723,-0.930586271404103
"2019-02-21 16:09:29.9","20190221_TW9_M57","LSM303",0.608873805085564,-0.215472709721968,-0.496144249352837
"2019-02-21 16:09:39.9","20190221_TW9_M57","LSM303",0.464000437222564,-0.333481610213961,-0.767869784466317
"2019-02-21 16:09:49.9","20190221_TW9_M57","LSM303",1.10330085759527,0.0426939557556828,0.0983064660839845
"2019-02-21 16:09:59.9","20190221_TW9_M57","LSM303",0.180214978636979,-0.744209115304567,-1.71360481497058
"2019-02-21 16:10:09.9","20190221_TW9_M57","LSM303",0.228980605709333,-0.640201300149664,-1.47411797024002
"2019-02-21 16:10:19.9","20190221_TW9_M57","LSM303",0.857586566224791,-0.0667220306598634,-0.153633153171693
"2019-02-21 16:10:29.9","20190221_TW9_M57","LSM303",0.389736593579686,-0.409228815034576,-0.942284169122232
"2019-02-21 16:10:39.9","20190221_TW9_M57","LSM303",0.0293517361770763,-1.53236620481421,-3.52840358021307
"2019-02-21 16:10:49.9","20190221_TW9_M57","LSM303",0.0254232424405512,-1.59476906101107,-3.6720914666522
"2019-02-21 16:10:59.9","20190221_TW9_M57","LSM303",0.105904779983906,-0.97508443768491,-2.24521489062376
"2019-02-21 16:11:09.9","20190221_TW9_M57","LSM303",0.109227793480383,-0.961666839476239,-2.21431972900468
"2019-02-21 16:11:19.9","20190221_TW9_M57","LSM303",0.267001753852116,-0.57348588587964,-1.32050005186894
"2019-02-21 16:11:29.9","20190221_TW9_M57","LSM303",0.0787139247829497,-1.10394843255254,-2.54193520422963
"2019-02-21 16:11:39.9","20190221_TW9_M57","LSM303",0.21175840119974,-0.674159350667568,-1.55230927114969
"2019-02-21 16:11:49.9","20190221_TW9_M57","LSM303",0.275887263964755,-0.559268347790104,-1.2877629606049
"2019-02-21 16:11:59.9","20190221_TW9_M57","LSM303",0.140898836642462,-0.851092592709273,-1.95971311673003
"2019-02-21 16:12:09.9","20190221_TW9_M57","LSM303",0.120575984966218,-0.918739181708415,-2.11547514415134
"2019-02-21 16:12:19.9","20190221_TW9_M57","LSM303",0.294312486168383,-0.531191312623464,-1.22311319797473
"2019-02-21 16:12:29.9","20190221_TW9_M57","LSM303",0.100095120556821,-0.999587093019162,-2.30163433953518
"2019-02-21 16:12:39.9","20190221_TW9_M57","LSM303",0.0778262761895416,-1.10887374905815,-2.55327616459371
"2019-02-21 16:12:49.9","20190221_TW9_M57","LSM303",0.0296865988913733,-1.52743955542916,-3.51705955078063
"2019-02-21 16:12:59.9","20190221_TW9_M57","LSM303",0.00520513132793156,-2.2835683085595,-5.25811034612273
"2019-02-21 16:13:09.9","20190221_TW9_M57","LSM303",0.231239576255305,-0.635937835137398,-1.46430097925828
"2019-02-21 16:13:19.9","20190221_TW9_M57","LSM303",0.0204558177315665,-1.689183154679,-3.88948795130052
"2019-02-21 16:13:29.9","20190221_TW9_M57","LSM303",0.237690673468507,-0.623987858829782,-1.43678514195073
"2019-02-21 16:13:39.9","20190221_TW9_M57","LSM303",0.183829912942685,-0.735583818472577,-1.69374433506259
"2019-02-21 16:13:49.9","20190221_TW9_M57","LSM303",0.0389467412681469,-1.40952887453745,-3.24556017465462
"2019-02-21 16:13:59.9","20190221_TW9_M57","LSM303",0.0464492724242934,-1.33302108435256,-3.06939447747697
"2019-02-21 16:14:09.9","20190221_TW9_M57","LSM303",0.123511589198156,-0.908292290269335,-2.09142028765559
"2019-02-21 16:14:19.9","20190221_TW9_M57","LSM303",0.113470968145538,-0.945115239677891,-2.1762082620438
"2019-02-21 16:14:29.9","20190221_TW9_M57","LSM303",0.0925690685077549,-1.03353410641199,-2.37980022652516
"2019-02-21 16:14:39.9","20190221_TW9_M57","LSM303",0.0262015548930217,-1.58167293534353,-3.64193652291416
"2019-02-21 16:14:49.9","20190221_TW9_M57","LSM303",0.136612068342606,-0.864510933281957,-1.9906099877054
"2019-02-21 16:14:59.9","20190221_TW9_M57","LSM303",0.074209601030401,-1.12953990328187,-2.60086174323876
"2019-02-21 16:15:09.9","20190221_TW9_M57","LSM303",0.383982191063233,-0.415688917565597,-0.957159104909374
"2019-02-21 16:15:19.9","20190221_TW9_M57","LSM303",0.110353896718591,-0.957212326811322,-2.20406283454589
"2019-02-21 16:15:29.9","20190221_TW9_M57","LSM303",0.0660475163274306,-1.18014350909521,-2.71738085163632
"2019-02-21 16:15:39.9","20190221_TW9_M57","LSM303",0.385623309937616,-0.413836721990919,-0.95289426698981
"2019-02-21 16:15:49.9","20190221_TW9_M57","LSM303",0.247797330592734,-0.605903376390504,-1.39514408227153
"2019-02-21 16:15:59.9","20190221_TW9_M57","LSM303",0.0432006970872148,-1.36450924534508,-3.14189864758414
"2019-02-21 16:16:09.9","20190221_TW9_M57","LSM303",0.163269890226574,-0.787093899244609,-1.81235067918719
"2019-02-21 16:16:19.9","20190221_TW9_M57","LSM303",0.06316649041869,-1.19951325218809,-2.76198133333709
"2019-02-21 16:16:29.9","20190221_TW9_M57","LSM303",0.233685069701527,-0.631369034092044,-1.45378092607839
"2019-02-21 16:16:39.9","20190221_TW9_M57","LSM303",0.0389675708965647,-1.4092966657777,-3.24502549422594
"2019-02-21 16:16:49.9","20190221_TW9_M57","LSM303",0.0251359940942608,-1.59970393434222,-3.68345443242033
"2019-02-21 16:16:59.9","20190221_TW9_M57","LSM303",0.0787875244772823,-1.10354254494204,-2.54100061346827
"2019-02-21 16:17:09.9","20190221_TW9_M57","LSM303",0.169554898295271,-0.770689659310379,-1.77457852085274
"2019-02-21 16:17:19.9","20190221_TW9_M57","LSM303",0.0667082061116629,-1.17582073805048,-2.70742730346829
"2019-02-21 16:17:29.9","20190221_TW9_M57","LSM303",0.148061168677941,-0.829558826962613,-1.91012978872574
"2019-02-21 16:17:39.9","20190221_TW9_M57","LSM303",0.0589771285030268,-1.22931637633574,-2.83060556272414
"2019-02-21 16:17:49.9","20190221_TW9_M57","LSM303",0.018918140765482,-1.72312154737228,-3.96763398839624
"2019-02-21 16:17:59.9","20190221_TW9_M57","LSM303",0.019264190771713,-1.71524922961807,-3.9495073068881
"2019-02-21 16:18:09.9","20190221_TW9_M57","LSM303",0.0839568834740601,-1.07594369104175,-2.47745190389372
"2019-02-21 16:18:19.9","20190221_TW9_M57","LSM303",0.0961596393809754,-1.01700717403462,-2.34174555840012
"2019-02-21 16:18:29.9","20190221_TW9_M57","LSM303",0.071764601950397,-1.14408971966322,-2.63436393354427
"2019-02-21 16:18:39.9","20190221_TW9_M57","LSM303",0.216747594983392,-0.664045712727122,-1.52902175919208
"2019-02-21 16:18:49.9","20190221_TW9_M57","LSM303",0.0732786682078562,-1.13502243228828,-2.61348573280084
"2019-02-21 16:18:59.9","20190221_TW9_M57","LSM303",0.0145131474126713,-1.83823839350803,-4.2327003222609
"2019-02-21 16:19:09.9","20190221_TW9_M57","LSM303",0.043112117954753,-1.36540064118072,-3.14395116234724
"2019-02-21 16:19:19.9","20190221_TW9_M57","LSM303",0.0742734281033388,-1.12916653068243,-2.60000202105716
"2019-02-21 16:19:29.9","20190221_TW9_M57","LSM303",0.300801890689141,-0.5217194383155,-1.2013034013905
"2019-02-21 16:19:39.9","20190221_TW9_M57","LSM303",0.195191407815457,-0.709539303577438,-1.63377462331078
"2019-02-21 16:19:49.9","20190221_TW9_M57","LSM303",0.00385867947659303,-2.41356129484872,-5.55743025854607
"2019-02-21 16:19:59.9","20190221_TW9_M57","LSM303",0.0314813482957223,-1.50194667577763,-3.45836002611752
"2019-02-21 16:20:09.9","20190221_TW9_M57","LSM303",0.206561052526167,-0.684951562136419,-1.5771592563983
"2019-02-21 16:20:19.9","20190221_TW9_M57","LSM303",0.133992057650621,-0.87292094358098,-2.00997475205186
"2019-02-21 16:20:29.9","20190221_TW9_M57","LSM303",0.219398369802505,-0.658766603691147,-1.51686616142155
"2019-02-21 16:20:39.9","20190221_TW9_M57","LSM303",0.0335595869237894,-1.47418339342805,-3.3944327060468
"2019-02-21 16:20:49.9","20190221_TW9_M57","LSM303",0.070578756092317,-1.15132600008491,-2.65102608497197
"2019-02-21 16:20:59.9","20190221_TW9_M57","LSM303",0.0749817353563743,-1.12504451260777,-2.5905107236854
"2019-02-21 16:21:09.9","20190221_TW9_M57","LSM303",0.00370062606275224,-2.43172479685246,-5.59925326749645
"2019-02-21 16:21:19.9","20190221_TW9_M57","LSM303",0.296345353334061,-0.528201878066258,-1.21622977052682
"2019-02-21 16:21:29.9","20190221_TW9_M57","LSM303",0.0683591512871845,-1.16520333789953,-2.68297983615435
"2019-02-21 16:21:39.9","20190221_TW9_M57","LSM303",0.204767335983796,-0.688739319831839,-1.58588089080365
"2019-02-21 16:21:49.9","20190221_TW9_M57","LSM303",0.719784930673476,-0.142797249922428,-0.328802818991927
"2019-02-21 16:21:59.9","20190221_TW9_M57","LSM303",0.112828280802818,-0.947582029278286,-2.18188825500523
"2019-02-21 16:22:09.9","20190221_TW9_M57","LSM303",0.0745878087524566,-1.12733215140411,-2.59577820667602
"2019-02-21 16:22:19.9","20190221_TW9_M57","LSM303",0.0814023785216074,-1.08936290513884,-2.50835078623338
"2019-02-21 16:22:29.9","20190221_TW9_M57","LSM303",0.167489257555701,-0.776013042560822,-1.7868360637695
"2019-02-21 16:22:39.9","20190221_TW9_M57","LSM303",0.293897551695135,-0.53180403178966,-1.224524035993
"2019-02-21 16:22:49.9","20190221_TW9_M57","LSM303",0.0390731855152811,-1.40812118065357,-3.24231883970208
"2019-02-21 16:22:59.9","20190221_TW9_M57","LSM303",0.158336049586723,-0.800420194713279,-1.84303560847819
"2019-02-21 16:23:09.9","20190221_TW9_M57","LSM303",0.0219436530702111,-1.65869107155755,-3.81927733525074
"2019-02-21 16:23:19.9","20190221_TW9_M57","LSM303",0.0770311069243411,-1.11333386135366,-2.56354595267843
"2019-02-21 16:23:29.9","20190221_TW9_M57","LSM303",0.0432547171856831,-1.36396652320496,-3.14064898367465
"2019-02-21 16:23:39.9","20190221_TW9_M57","LSM303",0.0376643064233056,-1.42407002555795,-3.27904241222938
"2019-02-21 16:23:49.9","20190221_TW9_M57","LSM303",0.251758047680245,-0.599016637925246,-1.37928678094208
"2019-02-21 16:23:59.9","20190221_TW9_M57","LSM303",0.166113318884322,-0.77959554463429,-1.79508507963949
"2019-02-21 16:24:09.9","20190221_TW9_M57","LSM303",0.137141928137863,-0.862829748893191,-1.98673891759326
"2019-02-21 16:24:19.9","20190221_TW9_M57","LSM303",0.0672564003164147,-1.17226638062163,-2.69924309303746
"2019-02-21 16:24:29.9","20190221_TW9_M57","LSM303",0.0329739819332719,-1.48182860435135,-3.41203645475159
"2019-02-21 16:24:39.9","20190221_TW9_M57","LSM303",0.0185534686872281,-1.73157488438341,-3.98709851618414
"2019-02-21 16:24:49.9","20190221_TW9_M57","LSM303",0.0236982930611659,-1.625282934193,-3.74235225617043
"2019-02-21 16:24:59.9","20190221_TW9_M57","LSM303",0.0141607645176531,-1.84891329912964,-4.25728020081436
"2019-02-21 16:25:09.9","20190221_TW9_M57","LSM303",0.0695477114429081,-1.15771715645654,-2.66574226636028
"2019-02-21 16:25:19.9","20190221_TW9_M57","LSM303",0.148624258770228,-0.827910298313052,-1.90633391123188
"2019-02-21 16:25:29.9","20190221_TW9_M57","LSM303",0.00908749462895004,-2.04155583281715,-4.70085602715981
"2019-02-21 16:25:39.9","20190221_TW9_M57","LSM303",0.241961580160839,-0.616253587940138,-1.41897632509505
"2019-02-21 16:25:49.9","20190221_TW9_M57","LSM303",0.336355723609665,-0.473201177730118,-1.08958597782859
"2019-02-21 16:25:59.9","20190221_TW9_M57","LSM303",0.394646096773721,-0.403792188203903,-0.929765873225752
"2019-02-21 16:26:09.9","20190221_TW9_M57","LSM303",0.0658985609797177,-1.18112406894759,-2.71963867413519
"2019-02-21 16:26:19.9","20190221_TW9_M57","LSM303",0.0993903703062913,-1.00265569131125,-2.30870004821893
"2019-02-21 16:26:29.9","20190221_TW9_M57","LSM303",0.147888820494721,-0.830064654812845,-1.91129450039331
"2019-02-21 16:26:39.9","20190221_TW9_M57","LSM303",0.127720185102838,-0.893740460716034,-2.05791346185037
"2019-02-21 16:26:49.9","20190221_TW9_M57","LSM303",0.0347354440401774,-1.45922714495528,-3.35999467126628
"2019-02-21 16:26:59.9","20190221_TW9_M57","LSM303",0.0967923108250725,-1.01415914164695,-2.33518772147991
"2019-02-21 16:27:09.9","20190221_TW9_M57","LSM303",0.102651492653807,-0.98863473117796,-2.27641559442655
"2019-02-21 16:27:19.9","20190221_TW9_M57","LSM303",0.142085441249332,-0.847450419672802,-1.95132670339014
"2019-02-21 16:27:29.9","20190221_TW9_M57","LSM303",0.214794186221075,-0.667977477750303,-1.53807498272361
"2019-02-21 16:27:39.9","20190221_TW9_M57","LSM303",0.0338178793308649,-1.47085362984827,-3.3867656420648
"2019-02-21 16:27:49.9","20190221_TW9_M57","LSM303",0.0569406869362203,-1.24457729780005,-2.86574513299321
"2019-02-21 16:27:59.9","20190221_TW9_M57","LSM303",0.0203719368900783,-1.69096767788822,-3.89359696784018
"2019-02-21 16:28:09.9","20190221_TW9_M57","LSM303",0.0467177928603486,-1.33051768325897,-3.06363018343707
"2019-02-21 16:28:19.9","20190221_TW9_M57","LSM303",0.0349567873164588,-1.45646848778955,-3.3536426283998
"2019-02-21 16:28:29.9","20190221_TW9_M57","LSM303",0.0201307460103244,-1.69614013061735,-3.90550698038849
"2019-02-21 16:28:39.9","20190221_TW9_M57","LSM303",0.00911314540583669,-2.04033170023581,-4.69803735772617
"2019-02-21 16:28:49.9","20190221_TW9_M57","LSM303",0.0419448136240272,-1.37732173099054,-3.17140048603557
"2019-02-21 16:28:59.9","20190221_TW9_M57","LSM303",0.0192079818667982,-1.71651826294443,-3.95242936410787
"2019-02-21 16:29:09.9","20190221_TW9_M57","LSM303",0.0279515136550923,-1.5535946688418,-3.57728392503015
"2019-02-21 16:29:19.9","20190221_TW9_M57","LSM303",0.131730153415059,-0.880314802389305,-2.02699974112361
"2019-02-21 16:29:29.9","20190221_TW9_M57","LSM303",0.0178562344013282,-1.74821012165967,-4.02540256555487
"2019-02-21 16:29:39.9","20190221_TW9_M57","LSM303",0.225898544991284,-0.646086566354057,-1.48766929647056
"2019-02-21 16:29:49.9","20190221_TW9_M57","LSM303",0.112415101191558,-0.949175344250606,-2.18555699830894
"2019-02-21 16:29:59.9","20190221_TW9_M57","LSM303",0.0622336814233861,-1.20597450763561,-2.7768589238126
"2019-02-21 16:30:09.9","20190221_TW9_M57","LSM303",0.0872780093521145,-1.05909516775027,-2.43865674532381
"2019-02-21 16:30:19.9","20190221_TW9_M57","LSM303",0.0240008023893163,-1.61977423881226,-3.72966801630488
"2019-02-21 16:30:29.9","20190221_TW9_M57","LSM303",0.162392047977492,-0.789435241129632,-1.81774181810925
"2019-02-21 16:30:39.9","20190221_TW9_M57","LSM303",0.0122989777138088,-1.910130985447,-4.39823913275629
"2019-02-21 16:30:49.9","20190221_TW9_M57","LSM303",0.109302720780071,-0.96136902739097,-2.21363399133663
"2019-02-21 16:30:59.9","20190221_TW9_M57","LSM303",0.0365173989191649,-1.43750016419589,-3.30996644925396
"2019-02-21 16:31:09.9","20190221_TW9_M57","LSM303",0.117711221296162,-0.929182134312811,-2.13952093114507
"2019-02-21 16:31:19.9","20190221_TW9_M57","LSM303",0.0445114901378086,-1.35152786633768,-3.11200791779519
"2019-02-21 16:31:29.9","20190221_TW9_M57","LSM303",0.069822877535081,-1.1560022570421,-2.66179356453261
"2019-02-21 16:31:39.9","20190221_TW9_M57","LSM303",0.293438224631103,-0.532483313583845,-1.22608814012624
"2019-02-21 16:31:49.9","20190221_TW9_M57","LSM303",0.0399447412117949,-1.39854038814046,-3.22025824968234
"2019-02-21 16:31:59.9","20190221_TW9_M57","LSM303",0.114719276132249,-0.940363602024618,-2.16526721201607
"2019-02-21 16:32:09.9","20190221_TW9_M57","LSM303",0.0730411281471081,-1.13643252758383,-2.61673259720808
"2019-02-21 16:32:19.9","20190221_TW9_M57","LSM303",0.151269415050384,-0.820248872489569,-1.88869282633965
"2019-02-21 16:32:29.9","20190221_TW9_M57","LSM303",0.0285803893639655,-1.5439318589086,-3.55503448292152
"2019-02-21 16:32:39.9","20190221_TW9_M57","LSM303",0.0167867976112062,-1.77503214557916,-4.08716255799582
"2019-02-21 16:32:49.9","20190221_TW9_M57","LSM303",0.0470926198611079,-1.32704714817327,-3.05563898108402
"2019-02-21 16:32:59.9","20190221_TW9_M57","LSM303",0.0261373849645922,-1.58273786557945,-3.64438861540045
"2019-02-21 16:33:09.9","20190221_TW9_M57","LSM303",0.145819717811734,-0.836183746540431,-1.92538422978791
"2019-02-21 16:33:19.9","20190221_TW9_M57","LSM303",0.0336308727562772,-1.47326186214367,-3.39231080184867
"2019-02-21 16:33:29.9","20190221_TW9_M57","LSM303",0.0696766023717498,-1.15691303491165,-2.66389070807807
"2019-02-21 16:33:39.9","20190221_TW9_M57","LSM303",0.0652094811479848,-1.18568925532794,-2.73015040424133
"2019-02-21 16:33:49.9","20190221_TW9_M57","LSM303",0.0305403896747032,-1.51512542594058,-3.48870521978703
"2019-02-21 16:33:59.9","20190221_TW9_M57","LSM303",0.0412503013975099,-1.38457287390685,-3.18809685962184
"2019-02-21 16:34:09.9","20190221_TW9_M57","LSM303",0.0327223855725573,-1.48515504231027,-3.41969586120856
"2019-02-21 16:34:19.9","20190221_TW9_M57","LSM303",0.0310084688566117,-1.50851967792719,-3.47349492288333
"2019-02-21 16:34:29.9","20190221_TW9_M57","LSM303",0.014399654171758,-1.84164793798119,-4.24055108853871
"2019-02-21 16:34:39.9","20190221_TW9_M57","LSM303",0.0656621609574178,-1.18268482863624,-2.72323245612802
"2019-02-21 16:34:49.9","20190221_TW9_M57","LSM303",0.06011745273015,-1.22099942942705,-2.81145508475297
"2019-02-21 16:34:59.9","20190221_TW9_M57","LSM303",0.0544898350275591,-1.26368450695603,-2.9097411079645
"2019-02-21 16:35:09.9","20190221_TW9_M57","LSM303",0.145001775758044,-0.838626679163663,-1.93100929002935
"2019-02-21 16:35:19.9","20190221_TW9_M57","LSM303",0.0303042318313335,-1.51849672025457,-3.49646791181853
"2019-02-21 16:35:29.9","20190221_TW9_M57","LSM303",0.271949772360934,-0.565511300380458,-1.30213789017572
"2019-02-21 16:35:39.9","20190221_TW9_M57","LSM303",0.0299936850914392,-1.52297017256798,-3.5067684164296
"2019-02-21 16:35:49.9","20190221_TW9_M57","LSM303",0.0237108614584199,-1.62505266703228,-3.74182204643875
"2019-02-21 16:35:59.9","20190221_TW9_M57","LSM303",0.0318557663499312,-1.49681194269172,-3.44653686625741
"2019-02-21 16:36:09.9","20190221_TW9_M57","LSM303",0.0259262669492217,-1.58626001157879,-3.65249865627388
"2019-02-21 16:36:19.9","20190221_TW9_M57","LSM303",0.0111272808533954,-1.9536109501884,-4.49835545141375
"2019-02-21 16:36:29.9","20190221_TW9_M57","LSM303",0.11993883613513,-0.921040169793247,-2.12077336501463
"2019-02-21 16:36:39.9","20190221_TW9_M57","LSM303",0.103062330825456,-0.986900039895638,-2.27242132013893
"2019-02-21 16:36:49.9","20190221_TW9_M57","LSM303",0.0546043228964823,-1.26277297385623,-2.90764222543712
"2019-02-21 16:36:59.9","20190221_TW9_M57","LSM303",0.0650744191985785,-1.1865896993613,-2.73222375324962
"2019-02-21 16:37:09.9","20190221_TW9_M57","LSM303",0.171167061403981,-0.766579805235988,-1.76511523212666
"2019-02-21 16:37:19.9","20190221_TW9_M57","LSM303",0.0398639903293541,-1.39941923119293,-3.22228186059402
"2019-02-21 16:37:29.9","20190221_TW9_M57","LSM303",0.0555660736110956,-1.25519029008307,-2.89018245081616
"2019-02-21 16:37:39.9","20190221_TW9_M57","LSM303",0.16814096463931,-0.774326465326565,-1.78295257617172
"2019-02-21 16:37:49.9","20190221_TW9_M57","LSM303",0.0911253871523301,-1.04036061354076,-2.3955188400771
"2019-02-21 16:37:59.9","20190221_TW9_M57","LSM303",0.0380957126063955,-1.41912389823926,-3.26765353319733
"2019-02-21 16:38:09.9","20190221_TW9_M57","LSM303",0.0566618077884867,-1.24670957347884,-2.87065487918535
"2019-02-21 16:38:19.9","20190221_TW9_M57","LSM303",0.0420160305700098,-1.37658497960666,-3.16970405328181
"2019-02-21 16:38:29.9","20190221_TW9_M57","LSM303",0.0328008001865629,-1.484115561399,-3.41730236795782
"2019-02-21 16:38:39.9","20190221_TW9_M57","LSM303",0.0140190397606952,-1.85328173251153,-4.26733889039923
"2019-02-21 16:38:49.9","20190221_TW9_M57","LSM303",0.0271810231202269,-1.56573420002788,-3.60523622857514
"2019-02-21 16:38:59.9","20190221_TW9_M57","LSM303",0.0993868584364394,-1.0026710369895,-2.30873538294891
"2019-02-21 16:39:09.9","20190221_TW9_M57","LSM303",0.0498366109934308,-1.30245149838931,-2.99900540453899
"2019-02-21 16:39:19.9","20190221_TW9_M57","LSM303",0.0786835408067058,-1.10411610479981,-2.5423212838467
"2019-02-21 16:39:29.9","20190221_TW9_M57","LSM303",0.0859644293065711,-1.06568121563471,-2.45382168100425
"2019-02-21 16:39:39.9","20190221_TW9_M57","LSM303",0.062705646339746,-1.20269335129387,-2.76930378213233
